ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
726251,Photo,Oriental Bay-Owl,Phodilus badius,,Naturalis Biodiversity Center,,,,,,,,,,,,,Adult,"",Unspecified,"","",,OBI28586,,,,,,"",,,"Adult. Remarks: This is the holotype RMNH.AVES.14021 held in the collection at Naturalis, The Netherlands' National Museum of Natural History.The specimen was collected by F J Kuiper on 5 November 1935.Photography by Christiane Quaisser, copyright Naturalis. Date added to OBI: January 20, 2008. Original OBI location name: Kampong Ajer Saga, Belitung (Billiton), Indonesia,.",,Phodilus badius,orbowl1,Species,,,4.00,1,"",,
726252,Photo,Indian Peafowl,Pavo cristatus,,Raj C,,2005,6,,,India,IN-KA-MY,Karnataka,Mysuru,Kabini River lodge,11.9391339,76.2703809,Adult Male,"",Unspecified,"","",,OBI12882,,,,,,"",,,"Adult male in breeding plumage. Date added to OBI: June 15, 2005. Original OBI location name: near Kabini River Lodge, Nagarhole, Karnataka, India.",,Pavo cristatus,compea,Species,,,3.00,1,"",,
726253,Photo,Indian Roller,Coracias benghalensis,,Raj C,,2005,6,,,India,IN-KA-MY,Karnataka,Mysuru,Kabini River lodge,11.9391339,76.2703809,Adult,"",Unspecified,"","",,OBI12883,,,,,,"",,,"Adult. Date added to OBI: June 15, 2005. Original OBI location name: near Kabini River Lodge, Nagarhole, Karnataka, India.",,Coracias benghalensis,indrol2,Species,,,3.00,1,"",,
726254,Photo,Red-whiskered Bulbul,Pycnonotus jocosus,,Raj C,,2005,6,,,India,IN-KA-MY,Karnataka,Mysuru,Kabini River lodge,11.9391339,76.2703809,Adult,"",Unspecified,"","",,OBI12884,,,,,,"",,,"Adult. Date added to OBI: June 15, 2005. Original OBI location name: near Kabini River Lodge, Nagarhole, Karnataka, India.",,Pycnonotus jocosus,rewbul,Species,,,3.00,1,"",,
726255,Photo,Indian Bushlark,Mirafra erythroptera,,Graham Deacon,,2005,2,,,India,IN-RJ-SM,Rajasthan,Sawai Madhopur,Ranthambore NP,26.0129781,76.5032959,"","",Unspecified,"","",,OBI27950,,,,,,"",,,"Date added to OBI: November 18, 2007. Original OBI location name: Ranthambhor, Rajasthan, India.",,Mirafra erythroptera,indbus2,Species,,,3.00,1,"",,
726256,Photo,Plum-headed Parakeet,Psittacula cyanocephala,,Graham Deacon,,2005,2,,,India,IN-RJ-SM,Rajasthan,Sawai Madhopur,Ranthambore NP,26.0129781,76.5032959,"","",Unspecified,"","",,OBI27954,,,,,,"",,,"Date added to OBI: November 18, 2007. Original OBI location name: Ranthambhor, Rajasthan, India.",,Psittacula cyanocephala,plhpar1,Species,,,3.00,1,"",,
726257,Photo,Rufous Treepie,Dendrocitta vagabunda,,Graham Deacon,,2005,2,,,India,IN-RJ-SM,Rajasthan,Sawai Madhopur,Ranthambore NP,26.0129781,76.5032959,Adult,"",Unspecified,"","",,OBI27959,,,,,,"",,,"Adult. Date added to OBI: November 18, 2007. Original OBI location name: Ranthambhore National Park, Sawai Madhopur District, Rajasthan, India.",,Dendrocitta vagabunda,ruftre2,Species,,,4.00,1,"",,
726258,Photo,House Crow,Corvus splendens,,Graham Deacon,,2005,2,,,India,IN-RJ-BP,Rajasthan,Bharatpur,Bharatpur--Keoladeo Ghana NP,27.1788819,77.5170422,Adult,"",Unspecified,"","",,OBI27949,,,,,,"",,,"Adult. Date added to OBI: November 18, 2007. Original OBI location name: Keoladeo Ghana National Park, Bharatpur, Rajasthan, India.",,Corvus splendens,houcro1,Species,,,4.00,1,"",,
726259,Photo,"Swinhoe's Storm-Petrel",Hydrobates monorhis,,Graham Deacon,,1998,5,,,,,,,,,,"","",Unspecified,"","",,OBI27961,,,,,,"",,,"Date added to OBI: November 18, 2007. Original OBI location name: Verkhovski Island, Peter the Great Bay, Vladivistok, Russia.",,Hydrobates monorhis,swspet,Species,,,3.00,1,"",,
726260,Photo,Black-eared Shrike-Babbler,Pteruthius melanotis,,Alister Benn,,2003,12,,,Malaysia,MY-06,Pahang,,Bukit Fraser (please use more specific location if possible),3.7164349,101.7366600,Male,"",Unspecified,"","",,OBI5493,,,,,,"",,,"Male. Equipment: Canon 10D 300mm f4. Date added to OBI: January 07, 2004. Original OBI location name: Fraser's Hill, Malaysia.",,Pteruthius melanotis,besbab1,Species,,,3.00,1,"",,
726261,Photo,Greater Yellownape,Chrysophlegma flavinucha,,Alister Benn,,2003,12,,,Malaysia,MY-06,Pahang,,Bukit Fraser (please use more specific location if possible),3.7164349,101.7366600,"","",Unspecified,"","",,OBI5504,,,,,,"",,,"Pair. Equipment: Canon 10D 300mm f4. Date added to OBI: January 08, 2004. Original OBI location name: Fraser's Hill, Malaysia.",,Chrysophlegma flavinucha,greyel1,Species,,,3.00,1,"",,
726262,Photo,Gadwall (Common),Mareca strepera strepera,,Alister Benn,,2005,2,,,United States,US-CA-085,California,Santa Clara,Santa Clara,37.1834000,-121.6920900,Male,Flying,Unspecified,"","",,OBI10940,,,,,,"",,,"Male in flight. Equipment: Canon 1Ds 500/4. Date added to OBI: February 28, 2005. Original OBI location name: Palo Alto, California, USA.",,Mareca strepera,gadwal1,Group,,,1.00,1,"",,
726263,Photo,Greater Yellowlegs,Tringa melanoleuca,,Alister Benn,,2005,2,,,United States,US-CA-085,California,Santa Clara,Santa Clara,37.1834000,-121.6920900,"","",Unspecified,"","",,OBI10943,,,,,,"",,,"Winter (non-breeding). Equipment: Canon 1Ds 500/4. Date added to OBI: February 28, 2005. Original OBI location name: Palo Alto, California, USA.",,Tringa melanoleuca,greyel,Species,,,1.00,1,"",,
726264,Photo,Northern Shoveler,Spatula clypeata,,Alister Benn,,2005,2,,,United States,US-CA-085,California,Santa Clara,Santa Clara,37.1834000,-121.6920900,Male,Flying,Unspecified,"","",,OBI10944,,,,,,"",,,"Male in flight. Equipment: Canon 1Ds 500/4. Date added to OBI: February 28, 2005. Original OBI location name: Palo Alto, California, USA.",,Spatula clypeata,norsho,Species,,,5.00,1,"",,
726265,Photo,Short-billed Dowitcher,Limnodromus griseus,,Alister Benn,,2005,2,,,United States,US-CA-085,California,Santa Clara,Santa Clara,37.1834000,-121.6920900,"","",Unspecified,"","",,OBI10942,,,,,,"",,,"Winter (non-breeding). Equipment: Canon 1Ds 500/4. Date added to OBI: February 28, 2005. Original OBI location name: Palo Alto, California, USA.",,Limnodromus griseus,shbdow,Species,,,5.00,2,"",,
726266,Photo,Harlequin Duck,Histrionicus histrionicus,,Alister Benn,,2004,12,,,Canada,CA-BC-CP,British Columbia,Capital,Victoria,48.4298210,-123.3712997,Adult Male,"",Unspecified,"","",,OBI10939,,,,,,"",,,"Adult males in breeding plumage. Equipment: Canon EOS 20D 100-400L. Date added to OBI: February 28, 2005. Original OBI location name: Victoria, British Columbia, Canada.",,Histrionicus histrionicus,harduc,Species,,,4.00,1,"",,
726267,Photo,Brownish-flanked Bush Warbler (Brownish-flanked),Horornis fortipes [fortipes Group],,Alister Benn,,2004,3,,,China,CN-42,Hubei,,Hubei,30.9672768,112.2730710,"","",Unspecified,"","",,OBI6536,,,,,,"",,,"Equipment: Canon 10D 300mm f4 L USM + 1.4x + Speedlite 550 EX. Date added to OBI: March 22, 2004. Original OBI location name: mountains of central Hubei, China.",,Horornis fortipes,bfbwar2,Group,,,3.00,1,"",,
726268,Photo,Collared Finchbill,Spizixos semitorques,,Alister Benn,,2004,3,,,China,CN-42,Hubei,,Hubei,30.9672768,112.2730710,"","",Unspecified,"","",,OBI6537,,,,,,"",,,"Equipment: Canon 10D 300mm f4 L USM + 1.4x + Speedlite 550 EX. Date added to OBI: March 22, 2004. Original OBI location name: mountains of central Hubei, China.",,Spizixos semitorques,colfin1,Species,,,3.00,1,"",,
726269,Photo,Gray-headed Woodpecker (Black-naped),Picus canus [guerini Group],,Alister Benn,,2004,3,,,China,CN-42,Hubei,,Hubei,30.9672768,112.2730710,Female,"",Unspecified,"","",,OBI6538,,,,,,"",,,"Female. Equipment: Canon 10D 300mm f4 L USM + 2x + Speedlite 550 EX. Date added to OBI: March 22, 2004. Original OBI location name: mountains of central Hubei, China.",,Picus canus,gyhwoo3,Group,,,3.00,1,"",,
726270,Photo,Asian Dowitcher,Limnodromus semipalmatus,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,"",Unspecified,"","",,OBI15039,,,,,,"",,,"Adult in full breeding plumage. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Limnodromus semipalmatus,asidow1,Species,,,4.00,1,"",,
726271,Photo,Barn Swallow,Hirundo rustica,,Alister Benn,,2005,7,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,"",Flying,Unspecified,"","",,OBI14997,,,,,,"",,,"In flight from above. Equipment: Canon 1Ds 500mm f4 IS. Date added to OBI: September 20, 2005. Original OBI location name: Beidaihe, Hebei, China.",,Hirundo rustica,barswa,Species,,,3.00,1,"",,
726272,Photo,Bar-tailed Godwit,Limosa lapponica,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Juvenile,"",Unspecified,"","",,OBI15038,,,,,,"",,,"Juvenile. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Limosa lapponica,batgod,Species,,,4.00,1,"",,
726273,Photo,Black-tailed Gull,Larus crassirostris,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Immature,Flying,Unspecified,"","",,OBI15041,,,,,,"",,,"1st winter in flight. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei, China.",,Larus crassirostris,bktgul,Species,,,3.00,1,"",,
726274,Photo,Black-tailed Gull,Larus crassirostris,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Immature,Flying,Unspecified,"","",,OBI16425,,,,,,"",,,"1st winter in flight. Date added to OBI: January 05, 2006. Original OBI location name: Beidaihe, Hebei, China.",,Larus crassirostris,bktgul,Species,,,4.00,1,"",,
726275,Photo,Black-winged Stilt,Himantopus himantopus,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult Male,"",Unspecified,"","",,OBI22179,,,,,,"",,,"Adult male in breeding plumage. Date added to OBI: December 06, 2006. Original OBI location name: Beidaihe, China.",,Himantopus himantopus,bkwsti,Species,,,5.00,1,"",,
726276,Photo,Common Redshank,Tringa totanus,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,"",Unspecified,"","",,OBI31970,,,,,,"",,,"Adults in breeding plumage. Date added to OBI: August 26, 2008. Original OBI location name: Beidaihe, CHINA.",,Tringa totanus,comred1,Species,,,4.00,1,"",,
726277,Photo,Eastern Marsh-Harrier,Circus spilonotus,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Female,Flying,Unspecified,"","",,OBI15033,,,,,,"",,,"Female in flight. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Circus spilonotus,easmah1,Species,,,4.00,1,"",,
726278,Photo,Eurasian Curlew,Numenius arquata,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,"",Flying,Unspecified,"","",,OBI15036,,,,,,"",,,"In flight from below. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Numenius arquata,eurcur,Species,,,4.00,1,"",,
726279,Photo,Eurasian Hobby,Falco subbuteo,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,Flying,Unspecified,"","",,OBI15001,,,,,,"",,,"Adult in flight from below. Equipment: Canon 1Ds 500mm f4 +1.4x. Date added to OBI: September 20, 2005. Original OBI location name: Beidaihe, Hebei, China.",,Falco subbuteo,eurhob,Species,,,4.00,2,Watermark,,
726280,Photo,Lesser Black-backed Gull (taimyrensis),Larus fuscus taimyrensis,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Immature,Flying,Unspecified,"","",,OBI16421,,,,,,"",,,"1st winter in flight. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: January 05, 2006. Original OBI location name: Beidaihe, Hebei, China.",,Larus fuscus,lbbgul5,Form,,,5.00,1,"",,
726281,Photo,Little Egret,Egretta garzetta,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,"","",Unspecified,"","",,OBI22175,,,,,,"",,,"Non-breeding. Equipment: Canon 500/4 1Ds. Date added to OBI: December 06, 2006. Original OBI location name: Beidaihe, China.",,Egretta garzetta,litegr,Species,,,5.00,1,"",,
726282,Photo,Long-toed Stint,Calidris subminuta,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,"",Unspecified,"","",,OBI15034,,,,,,"",,,"Adult in full breeding plumage. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Calidris subminuta,lotsti,Species,,,5.00,1,"",,
726283,Photo,Marsh Sandpiper,Tringa stagnatilis,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Juvenile,"",Unspecified,"","",,OBI15045,,,,,,"",,,"Juvenile. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Tringa stagnatilis,marsan,Species,,,4.00,1,"",,
726284,Photo,Common Gull,Larus canus,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,"",Unspecified,"","",,OBI16417,,,,,,"",,,"Adult moulting into non-breeding plumage. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: January 05, 2006. Original OBI location name: Beidaihe, Hebei,China.",,Larus canus,mewgul,Species,,,3.00,1,"",,
726285,Photo,Oriental Magpie,Pica serica,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,"","",Unspecified,"","",,OBI15000,,,,,,"",,,"Equipment: Canon 1Ds 500mm f4 IS. Date added to OBI: September 20, 2005. Original OBI location name: Beidaihe, China.",,Pica serica,orimag1,Species,,,3.00,1,"",,
726286,Photo,Oriental Scops-Owl (Oriental),Otus sunia [sunia Group],,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,"",Unspecified,"","",,OBI15002,,,,,,"",,,"Adult. Equipment: Canon 1Ds 500mm f4 IS +1.4x. Date added to OBI: September 20, 2005. Original OBI location name: Beidaihe, Hebei, China.",,Otus sunia,orisco1,Group,,,4.00,1,"",,
726287,Photo,"Pallas's Leaf Warbler",Phylloscopus proregulus,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,"","",Unspecified,"","",,OBI22177,,,,,,"",,,"Equipment: 1Ds 300/2.8 handheld. Date added to OBI: December 06, 2006. Original OBI location name: Beidaihe, China.",,Phylloscopus proregulus,palwar5,Species,,,4.00,1,"",,
726288,Photo,"Pallas's Leaf Warbler",Phylloscopus proregulus,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,"",Unspecified,"","",,OBI15044,,,,,,"",,,"Adult. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Phylloscopus proregulus,palwar5,Species,,,4.00,1,"",,
726289,Photo,"Radde's Warbler",Phylloscopus schwarzi,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,"",Unspecified,"","",,OBI15003,,,,,,"",,,"Adult. Equipment: Canon 1Ds 500mm f4 IS. Date added to OBI: September 20, 2005. Original OBI location name: Beidaihe, Hebei, China.",,Phylloscopus schwarzi,radwar1,Species,,,4.00,1,"",,
726290,Photo,Red-necked Stint,Calidris ruficollis,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Juvenile,"",Unspecified,"","",,OBI15037,,,,,,"",,,"Juvenile in fresh plumage. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Calidris ruficollis,rensti,Species,,,4.00,1,"",,
726291,Photo,Red-rumped Swallow,Cecropis daurica,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,Flying,Unspecified,"","",,OBI14998,,,,,,"",,,"Adult in flight. Equipment: Canon 1Ds 500mm f4 IS. Date added to OBI: September 20, 2005. Original OBI location name: Beidaihe, Hebei, China.",,Cecropis daurica,rerswa1,Species,,,4.00,1,"",,
726292,Photo,"Saunders's Gull",Saundersilarus saundersi,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,"",Unspecified,"","",,OBI15043,,,,,,"",,,"Adult in full breeding plumage. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Saundersilarus saundersi,saugul2,Species,,,3.00,1,"",,
726293,Photo,Whiskered Tern,Chlidonias hybrida,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,Flying,Unspecified,"","",,OBI15040,,,,,,"",,,"Breeding plumaged adult in flight. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Chlidonias hybrida,whiter2,Species,,,4.00,1,"",,
726294,Photo,White-winged Tern,Chlidonias leucopterus,,Alister Benn,,2005,5,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,Adult,Flying,Unspecified,"","",,OBI15032,,,,,,"",,,"Breeding plumaged adult in flight. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 20, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Chlidonias leucopterus,whwter,Species,,,4.00,1,"",,
726295,Photo,White-winged Tern,Chlidonias leucopterus,,Alister Benn,,2005,9,,,China,CN-13,Hebei,,北戴河 (Beidaihe),39.8217886,119.5226473,"",Flying,Unspecified,"","",,OBI15035,,,,,,"",,,"In flight. Equipment: 1Ds 500mm f4 IS +1.4. Date added to OBI: September 21, 2005. Original OBI location name: Beidaihe, Hebei,China.",,Chlidonias leucopterus,whwter,Species,,,4.00,1,"",,
726296,Photo,Asian Brown Flycatcher,Muscicapa dauurica,,Alister Benn,,2003,12,,,Malaysia,MY-,Malaysia,,Malaysia,3.4256915,101.9970703,"","",Unspecified,"","",,OBI5491,,,,,,"",,,"Equipment: Canon 10D 300mm f4 + 2X. Date added to OBI: January 07, 2004. Original OBI location name: Penang, Malaysia.",,Muscicapa dauurica,asbfly,Species,,,3.00,1,"",,
726297,Photo,Asian Brown Flycatcher,Muscicapa dauurica,,Alister Benn,,2003,12,,,Malaysia,MY-,Malaysia,,Malaysia,3.4256915,101.9970703,"","",Unspecified,"","",,OBI5492,,,,,,"",,,"Equipment: Canon 10D 300mm f4 + 2X. Date added to OBI: January 07, 2004. Original OBI location name: Penang, Malaysia.",,Muscicapa dauurica,asbfly,Species,,,3.00,1,"",,
726298,Photo,Black-headed Bulbul,Brachypodius melanocephalos,,Alister Benn,,2004,2,,,Malaysia,MY-,Malaysia,,Malaysia,3.4256915,101.9970703,"","",Unspecified,"","",,OBI6380,,,,,,"",,,"Equipment: Canon 10D 300mm f4 L + 1.4x Speedlite 550EX. Date added to OBI: March 04, 2004. Original OBI location name: Penang, Malaysia.",,Brachypodius melanocephalos,blhbul1,Species,,,5.00,1,"",,
